sales_id,date,quantity_p1,quantity_p2,quantity_p3,quantity_p4,revenue_p1,revenue_p2,revenue_p3,revenue_p4
4185,"2021-12-14 00:00:00",6468,2319,2018,1418,20503.560,14702.460,10937.560,10110.340
4186,"2021-12-15 00:00:00",6706,599,2783,934,21258.020,3797.660,15083.860,6659.420
4187,"2021-12-16 00:00:00",4614,1644,3933,714,14626.380,10422.960,21316.860,5090.820
4189,"2021-12-18 00:00:00",3555,2974,5051,988,11269.350,18855.160,27376.420,7044.440
419,"2011-08-07 00:00:00",7996,2672,3317,1163,25347.320,16940.480,17978.140,8292.190
4190,"2021-12-19 00:00:00",487,2548,3982,1604,1543.790,16154.320,21582.440,11436.520
4191,"2021-12-20 00:00:00",3681,1045,3385,346,11668.770,6625.300,18346.700,2466.980
4192,"2021-12-21 00:00:00",612,1921,3855,1128,1940.040,12179.140,20894.100,8042.640
4193,"2021-12-22 00:00:00",321,1976,4131,288,1017.570,12527.840,22390.020,2053.440
4194,"2021-12-23 00:00:00",5522,2693,2039,415,17504.740,17073.620,11051.380,2958.950
4195,"2021-12-24 00:00:00",504,1655,1644,1636,1597.680,10492.700,8910.480,11664.680
4196,"2021-12-25 00:00:00",2025,3571,2276,518,6419.250,22640.140,12335.920,3693.340
4197,"2021-12-26 00:00:00",6422,3643,5080,346,20357.740,23096.620,27533.600,2466.980
4198,"2021-12-27 00:00:00",7919,1984,3326,1932,25103.230,12578.560,18026.920,13775.160
4199,"2021-12-28 00:00:00",1170,2420,1666,440,3708.900,15342.800,9029.720,3137.200
42,"2010-07-25 00:00:00",3041,811,1973,526,9639.970,5141.740,10693.660,3750.380
420,"2011-08-08 00:00:00",4517,3855,2217,1318,14318.890,24440.700,12016.140,9397.340
4200,"2021-12-29 00:00:00",3314,2840,823,457,10505.380,18005.600,4460.660,3258.410
4201,"2021-12-30 00:00:00",3834,3829,3346,1349,12153.780,24275.860,18135.320,9618.370
4202,"2022-01-01 00:00:00",1706,302,5432,935,5408.020,1914.680,29441.440,6666.550
4203,"2022-01-02 00:00:00",2335,2595,1169,416,7401.950,16452.300,6335.980,2966.080
4204,"2022-01-03 00:00:00",2217,3730,5163,1312,7027.890,23648.200,27983.460,9354.560
4205,"2022-01-04 00:00:00",2045,3252,3509,436,6482.650,20617.680,19018.780,3108.680
4206,"2022-01-05 00:00:00",2461,2990,1107,1527,7801.370,18956.600,5999.940,10887.510
4207,"2022-01-06 00:00:00",3213,308,4103,1829,10185.210,1952.720,22238.260,13040.770
4209,"2022-01-08 00:00:00",7365,3929,3415,624,23347.050,24909.860,18509.300,4449.120
421,"2011-08-09 00:00:00",6869,3710,385,1470,21774.730,23521.400,2086.700,10481.100
4210,"2022-01-09 00:00:00",7113,2966,2201,421,22548.210,18804.440,11929.420,3001.730
4211,"2022-01-10 00:00:00",2411,1137,1857,1661,7642.870,7208.580,10064.940,11842.930
4212,"2022-01-11 00:00:00",622,335,4327,1699,1971.740,2123.900,23452.340,12113.870
4213,"2022-01-12 00:00:00",3352,2258,4241,1190,10625.840,14315.720,22986.220,8484.700
4214,"2022-01-13 00:00:00",2292,2602,1332,791,7265.640,16496.680,7219.440,5639.830
4215,"2022-01-14 00:00:00",5324,1857,840,1492,16877.080,11773.380,4552.800,10637.960
4216,"2022-01-15 00:00:00",4613,728,1303,1638,14623.210,4615.520,7062.260,11678.940
4217,"2022-01-16 00:00:00",6671,2029,854,790,21147.070,12863.860,4628.680,5632.700
4218,"2022-01-17 00:00:00",4640,466,2234,1963,14708.800,2954.440,12108.280,13996.190
4219,"2022-01-18 00:00:00",7156,502,5210,1403,22684.520,3182.680,28238.200,10003.390
422,"2011-08-10 00:00:00",4213,2039,4267,885,13355.210,12927.260,23127.140,6310.050
4220,"2022-01-19 00:00:00",4530,3172,5166,693,14360.100,20110.480,27999.720,4941.090
4221,"2022-01-20 00:00:00",4935,2747,2926,742,15643.950,17415.980,15858.920,5290.460
4222,"2022-01-21 00:00:00",6157,974,4082,1863,19517.690,6175.160,22124.440,13283.190
4223,"2022-01-22 00:00:00",1075,2755,714,1905,3407.750,17466.700,3869.880,13582.650
4224,"2022-01-23 00:00:00",5197,2819,1813,1186,16474.490,17872.460,9826.460,8456.180
4225,"2022-01-24 00:00:00",1686,1561,2003,659,5344.620,9896.740,10856.260,4698.670
4226,"2022-01-25 00:00:00",4999,516,2360,1063,15846.830,3271.440,12791.200,7579.190
4227,"2022-01-26 00:00:00",5041,2918,5153,257,15979.970,18500.120,27929.260,1832.410
4228,"2022-01-27 00:00:00",676,3307,1757,386,2142.920,20966.380,9522.940,2752.180
4229,"2022-01-28 00:00:00",6793,1587,1294,1152,21533.810,10061.580,7013.480,8213.760
423,"2011-08-11 00:00:00",1626,261,4407,1308,5154.420,1654.740,23885.940,9326.040
4230,"2022-01-29 00:00:00",7098,990,929,1041,22500.660,6276.600,5035.180,7422.330
4231,"2022-01-30 00:00:00",6244,3092,4362,1507,19793.480,19603.280,23642.040,10744.910
4232,"2022-01-31 00:00:00",7046,1115,3854,335,22335.820,7069.100,20888.680,2388.550
4234,"2022-02-02 00:00:00",1395,3997,2860,1991,4422.150,25340.980,15501.200,14195.830
4235,"2022-02-03 00:00:00",7546,1582,4146,1939,23920.820,10029.880,22471.320,13825.070
4236,"2022-02-04 00:00:00",1347,355,1391,1516,4269.990,2250.700,7539.220,10809.080
4237,"2022-02-05 00:00:00",4804,2081,1696,540,15228.680,13193.540,9192.320,3850.200
4238,"2022-02-06 00:00:00",706,3446,3076,861,2238.020,21847.640,16671.920,6138.930
4239,"2022-02-07 00:00:00",5208,2329,4805,524,16509.360,14765.860,26043.100,3736.120
424,"2011-08-12 00:00:00",6939,3374,5423,1719,21996.630,21391.160,29392.660,12256.470
4240,"2022-02-08 00:00:00",1957,804,2559,961,6203.690,5097.360,13869.780,6851.930
4241,"2022-02-09 00:00:00",5882,426,802,1349,18645.940,2700.840,4346.840,9618.370
4242,"2022-02-10 00:00:00",7681,754,1805,742,24348.770,4780.360,9783.100,5290.460
4244,"2022-02-12 00:00:00",7239,3920,4864,1259,22947.630,24852.800,26362.880,8976.670
4245,"2022-02-13 00:00:00",1106,2925,1799,1793,3506.020,18544.500,9750.580,12784.090
4246,"2022-02-14 00:00:00",807,3464,948,1425,2558.190,21961.760,5138.160,10160.250
4248,"2022-02-16 00:00:00",7509,3091,1064,1142,23803.530,19596.940,5766.880,8142.460
4249,"2022-02-17 00:00:00",7252,3326,5091,442,22988.840,21086.840,27593.220,3151.460
425,"2011-08-13 00:00:00",2697,2842,256,1594,8549.490,18018.280,1387.520,11365.220
4250,"2022-02-18 00:00:00",5352,2440,902,1298,16965.840,15469.600,4888.840,9254.740
4251,"2022-02-19 00:00:00",7330,957,3021,959,23236.100,6067.380,16373.820,6837.670
4252,"2022-02-20 00:00:00",4996,572,5658,598,15837.320,3626.480,30666.360,4263.740
4253,"2022-02-21 00:00:00",5695,975,5419,1893,18053.150,6181.500,29370.980,13497.090
4254,"2022-02-22 00:00:00",379,1254,5679,311,1201.430,7950.360,30780.180,2217.430
4255,"2022-02-23 00:00:00",2346,1425,4119,1318,7436.820,9034.500,22324.980,9397.340
4256,"2022-02-24 00:00:00",2052,1507,4604,428,6504.840,9554.380,24953.680,3051.640
4257,"2022-02-25 00:00:00",1661,3737,544,1975,5265.370,23692.580,2948.480,14081.750
4258,"2022-02-26 00:00:00",7889,1241,1275,1444,25008.130,7867.940,6910.500,10295.720
4259,"2022-02-27 00:00:00",5058,2153,791,1419,16033.860,13650.020,4287.220,10117.470
426,"2011-08-14 00:00:00",3621,3869,4746,799,11478.570,24529.460,25723.320,5696.870
4260,"2022-02-28 00:00:00",4715,2521,3181,1922,14946.550,15983.140,17241.020,13703.860
4261,"2022-03-01 00:00:00",6396,2410,4993,1292,20275.320,15279.400,27062.060,9211.960
4262,"2022-03-02 00:00:00",4223,1420,5183,1341,13386.910,9002.800,28091.860,9561.330
4263,"2022-03-03 00:00:00",642,1851,3124,1430,2035.140,11735.340,16932.080,10195.900
4264,"2022-03-04 00:00:00",1628,2522,2233,1411,5160.760,15989.480,12102.860,10060.430
4265,"2022-03-05 00:00:00",5893,3270,4505,557,18680.810,20731.800,24417.100,3971.410
4267,"2022-03-07 00:00:00",7769,2845,1690,379,24627.730,18037.300,9159.800,2702.270
4268,"2022-03-08 00:00:00",1908,2781,1079,477,6048.360,17631.540,5848.180,3401.010
427,"2011-08-15 00:00:00",6487,358,4249,302,20563.790,2269.720,23029.580,2153.260
4270,"2022-03-10 00:00:00",6310,1644,3723,1989,20002.700,10422.960,20178.660,14181.570
4271,"2022-03-11 00:00:00",3616,688,947,1586,11462.720,4361.920,5132.740,11308.180
4272,"2022-03-12 00:00:00",7324,820,1028,1117,23217.080,5198.800,5571.760,7964.210
4273,"2022-03-13 00:00:00",1308,1736,4209,752,4146.360,11006.240,22812.780,5361.760
4274,"2022-03-14 00:00:00",2576,538,4096,796,8165.920,3410.920,22200.320,5675.480
4275,"2022-03-15 00:00:00",644,797,3245,992,2041.480,5052.980,17587.900,7072.960
4276,"2022-03-16 00:00:00",2483,1967,633,388,7871.110,12470.780,3430.860,2766.440
4277,"2022-03-17 00:00:00",6837,977,4708,502,21673.290,6194.180,25517.360,3579.260
4278,"2022-03-18 00:00:00",5178,3383,2659,516,16414.260,21448.220,14411.780,3679.080
4279,"2022-03-19 00:00:00",4827,3428,2976,1337,15301.590,21733.520,16129.920,9532.810
428,"2011-08-16 00:00:00",569,1323,928,279,1803.730,8387.820,5029.760,1989.270
4280,"2022-03-20 00:00:00",1976,2112,5527,1381,6263.920,13390.080,29956.340,9846.530
4281,"2022-03-21 00:00:00",2598,699,2880,811,8235.660,4431.660,15609.600,5782.430
4282,"2022-03-22 00:00:00",4482,2785,4348,306,14207.940,17656.900,23566.160,2181.780
4283,"2022-03-23 00:00:00",4380,1149,5221,771,13884.600,7284.660,28297.820,5497.230
4284,"2022-03-24 00:00:00",2101,1396,4803,1158,6660.170,8850.640,26032.260,8256.540
4285,"2022-03-25 00:00:00",5591,552,579,1360,17723.470,3499.680,3138.180,9696.800
4286,"2022-03-26 00:00:00",4958,1570,3309,876,15716.860,9953.800,17934.780,6245.880
4287,"2022-03-27 00:00:00",2146,2048,1853,1367,6802.820,12984.320,10043.260,9746.710
4288,"2022-03-28 00:00:00",6293,3169,1366,704,19948.810,20091.460,7403.720,5019.520
4289,"2022-03-29 00:00:00",2320,496,891,1950,7354.400,3144.640,4829.220,13903.500
429,"2011-08-17 00:00:00",5181,3587,1723,830,16423.770,22741.580,9338.660,5917.900
4291,"2022-03-31 00:00:00",3092,1645,4823,1864,9801.640,10429.300,26140.660,13290.320
4292,"2022-04-01 00:00:00",2308,706,1036,539,7316.360,4476.040,5615.120,3843.070
4293,"2022-04-02 00:00:00",5708,3005,5349,1217,18094.360,19051.700,28991.580,8677.210
4294,"2022-04-03 00:00:00",5416,3926,2631,1368,17168.720,24890.840,14260.020,9753.840
4295,"2022-04-04 00:00:00",6550,3419,3889,693,20763.500,21676.460,21078.380,4941.090
4296,"2022-04-05 00:00:00",7705,1201,2316,551,24424.850,7614.340,12552.720,3928.630
4297,"2022-04-06 00:00:00",6411,273,4434,1932,20322.870,1730.820,24032.280,13775.160
4298,"2022-04-07 00:00:00",3520,2073,4588,1141,11158.400,13142.820,24866.960,8135.330
4299,"2022-04-08 00:00:00",1992,1574,5419,1301,6314.640,9979.160,29370.980,9276.130
43,"2010-07-26 00:00:00",1387,2539,1890,1073,4396.790,16097.260,10243.800,7650.490
430,"2011-08-18 00:00:00",4625,2790,2968,722,14661.250,17688.600,16086.560,5147.860
4300,"2022-04-09 00:00:00",1936,2431,4477,1144,6137.120,15412.540,24265.340,8156.720
4301,"2022-04-10 00:00:00",5311,2555,4264,1194,16835.870,16198.700,23110.880,8513.220
4302,"2022-04-11 00:00:00",6501,721,2568,341,20608.170,4571.140,13918.560,2431.330
4303,"2022-04-12 00:00:00",2618,2384,5577,669,8299.060,15114.560,30227.340,4769.970
4304,"2022-04-13 00:00:00",3632,3688,402,1422,11513.440,23381.920,2178.840,10138.860
4305,"2022-04-14 00:00:00",6373,423,2961,1675,20202.410,2681.820,16048.620,11942.750
4306,"2022-04-15 00:00:00",484,1942,5292,1174,1534.280,12312.280,28682.640,8370.620
4307,"2022-04-16 00:00:00",2610,2603,1231,391,8273.700,16503.020,6672.020,2787.830
4308,"2022-04-17 00:00:00",7896,1998,1846,636,25030.320,12667.320,10005.320,4534.680
4309,"2022-04-18 00:00:00",5806,3441,3766,993,18405.020,21815.940,20411.720,7080.090
431,"2011-08-19 00:00:00",3560,3584,908,1278,11285.200,22722.560,4921.360,9112.140
4310,"2022-04-19 00:00:00",5880,3267,5027,331,18639.600,20712.780,27246.340,2360.030
4311,"2022-04-20 00:00:00",1450,1681,2741,705,4596.500,10657.540,14856.220,5026.650
4312,"2022-04-21 00:00:00",1480,3367,2353,794,4691.600,21346.780,12753.260,5661.220
4313,"2022-04-22 00:00:00",673,2291,4845,1761,2133.410,14524.940,26259.900,12555.930
4314,"2022-04-23 00:00:00",4431,1057,5068,1048,14046.270,6701.380,27468.560,7472.240
4315,"2022-04-24 00:00:00",6905,2062,579,1707,21888.850,13073.080,3138.180,12170.910
4316,"2022-04-25 00:00:00",5435,541,2474,832,17228.950,3429.940,13409.080,5932.160
4317,"2022-04-26 00:00:00",4425,2998,5725,1891,14027.250,19007.320,31029.500,13482.830
4318,"2022-04-27 00:00:00",3273,2357,3062,707,10375.410,14943.380,16596.040,5040.910
4319,"2022-04-28 00:00:00",2159,1532,1483,1474,6844.030,9712.880,8037.860,10509.620
432,"2011-08-20 00:00:00",1159,308,3551,376,3674.030,1952.720,19246.420,2680.880
4320,"2022-04-29 00:00:00",2051,1385,1538,888,6501.670,8780.900,8335.960,6331.440
4321,"2022-04-30 00:00:00",6766,1356,5096,1131,21448.220,8597.040,27620.320,8064.030
4323,"2022-05-02 00:00:00",3138,1075,3797,386,9947.460,6815.500,20579.740,2752.180
4324,"2022-05-03 00:00:00",4372,439,3815,520,13859.240,2783.260,20677.300,3707.600
4325,"2022-05-04 00:00:00",5785,2301,5086,1965,18338.450,14588.340,27566.120,14010.450
4327,"2022-05-06 00:00:00",3280,3774,4757,1350,10397.600,23927.160,25782.940,9625.500
4328,"2022-05-07 00:00:00",901,3213,3421,1306,2856.170,20370.420,18541.820,9311.780
4329,"2022-05-08 00:00:00",975,1689,5393,362,3090.750,10708.260,29230.060,2581.060
433,"2011-08-21 00:00:00",6072,3939,798,608,19248.240,24973.260,4325.160,4335.040
4330,"2022-05-09 00:00:00",6122,2819,1734,551,19406.740,17872.460,9398.280,3928.630
4331,"2022-05-10 00:00:00",683,2071,2012,1480,2165.110,13130.140,10905.040,10552.400
4332,"2022-05-11 00:00:00",904,3803,3970,303,2865.680,24111.020,21517.400,2160.390
4333,"2022-05-12 00:00:00",368,780,1963,724,1166.560,4945.200,10639.460,5162.120
4334,"2022-05-13 00:00:00",7516,3661,4823,1517,23825.720,23210.740,26140.660,10816.210
4335,"2022-05-14 00:00:00",7438,1470,5123,325,23578.460,9319.800,27766.660,2317.250
4336,"2022-05-15 00:00:00",7751,1955,566,1032,24570.670,12394.700,3067.720,7358.160
4337,"2022-05-16 00:00:00",2978,1474,1499,564,9440.260,9345.160,8124.580,4021.320
4338,"2022-05-17 00:00:00",5702,3117,5009,543,18075.340,19761.780,27148.780,3871.590
4339,"2022-05-18 00:00:00",3936,3429,3904,482,12477.120,21739.860,21159.680,3436.660
434,"2011-08-22 00:00:00",4345,1739,4614,356,13773.650,11025.260,25007.880,2538.280
4340,"2022-05-19 00:00:00",2707,3502,1212,892,8581.190,22202.680,6569.040,6359.960
4341,"2022-05-20 00:00:00",757,3614,1355,1049,2399.690,22912.760,7344.100,7479.370
4342,"2022-05-21 00:00:00",2718,942,5570,538,8616.060,5972.280,30189.400,3835.940
4343,"2022-05-22 00:00:00",7271,930,2651,1382,23049.070,5896.200,14368.420,9853.660
4344,"2022-05-23 00:00:00",2545,1574,3823,1981,8067.650,9979.160,20720.660,14124.530
4345,"2022-05-24 00:00:00",6894,366,5555,501,21853.980,2320.440,30108.100,3572.130
4347,"2022-05-26 00:00:00",5353,1136,5198,1357,16969.010,7202.240,28173.160,9675.410
4348,"2022-05-27 00:00:00",3433,2406,913,941,10882.610,15254.040,4948.460,6709.330
4349,"2022-05-28 00:00:00",4517,3153,4297,1057,14318.890,19990.020,23289.740,7536.410
435,"2011-08-23 00:00:00",4532,1526,3813,934,14366.440,9674.840,20666.460,6659.420
4350,"2022-05-29 00:00:00",7441,1491,4385,910,23587.970,9452.940,23766.700,6488.300
4351,"2022-05-30 00:00:00",5426,1014,3830,1379,17200.420,6428.760,20758.600,9832.270
4352,"2022-05-31 00:00:00",3669,2710,3067,1593,11630.730,17181.400,16623.140,11358.090
4353,"2022-06-01 00:00:00",4051,3728,4855,1923,12841.670,23635.520,26314.100,13710.990
4354,"2022-06-02 00:00:00",3443,3033,1834,1475,10914.310,19229.220,9940.280,10516.750
4355,"2022-06-03 00:00:00",3971,1846,871,328,12588.070,11703.640,4720.820,2338.640
4356,"2022-06-04 00:00:00",3927,2854,3434,1797,12448.590,18094.360,18612.280,12812.610
4357,"2022-06-05 00:00:00",3996,474,2822,497,12667.320,3005.160,15295.240,3543.610
4358,"2022-06-06 00:00:00",3032,3492,5214,1780,9611.440,22139.280,28259.880,12691.400
4359,"2022-06-07 00:00:00",4035,1774,1834,1378,12790.950,11247.160,9940.280,9825.140
436,"2011-08-24 00:00:00",781,2871,2509,252,2475.770,18202.140,13598.780,1796.760
4360,"2022-06-08 00:00:00",5878,3041,3071,467,18633.260,19279.940,16644.820,3329.710
4361,"2022-06-09 00:00:00",7661,3727,824,554,24285.370,23629.180,4466.080,3950.020
4362,"2022-06-10 00:00:00",4072,1158,1356,1282,12908.240,7341.720,7349.520,9140.660
4363,"2022-06-11 00:00:00",827,999,969,631,2621.590,6333.660,5251.980,4499.030
4364,"2022-06-12 00:00:00",2209,3184,4423,417,7002.530,20186.560,23972.660,2973.210
4365,"2022-06-13 00:00:00",2115,593,2112,776,6704.550,3759.620,11447.040,5532.880
4366,"2022-06-14 00:00:00",3034,1954,1364,701,9617.780,12388.360,7392.880,4998.130
4367,"2022-06-15 00:00:00",5410,691,365,1245,17149.700,4380.940,1978.300,8876.850
4368,"2022-06-16 00:00:00",3525,2829,5319,1846,11174.250,17935.860,28828.980,13161.980
4369,"2022-06-17 00:00:00",6996,366,2186,1855,22177.320,2320.440,11848.120,13226.150
437,"2011-08-25 00:00:00",1763,3022,2505,1764,5588.710,19159.480,13577.100,12577.320
4370,"2022-06-18 00:00:00",4683,3615,299,1315,14845.110,22919.100,1620.580,9375.950
4371,"2022-06-19 00:00:00",1137,3096,2205,1998,3604.290,19628.640,11951.100,14245.740
4372,"2022-06-20 00:00:00",2705,637,4542,942,8574.850,4038.580,24617.640,6716.460
4373,"2022-06-21 00:00:00",6214,2277,2324,489,19698.380,14436.180,12596.080,3486.570
4374,"2022-06-22 00:00:00",6265,3267,821,982,19860.050,20712.780,4449.820,7001.660
4375,"2022-06-23 00:00:00",3137,2062,3324,624,9944.290,13073.080,18016.080,4449.120
4376,"2022-06-24 00:00:00",1575,2680,2989,1184,4992.750,16991.200,16200.380,8441.920
4377,"2022-06-25 00:00:00",6717,2843,3610,763,21292.890,18024.620,19566.200,5440.190
4378,"2022-06-26 00:00:00",2381,1137,1719,517,7547.770,7208.580,9316.980,3686.210
4379,"2022-06-27 00:00:00",3549,635,1703,1492,11250.330,4025.900,9230.260,10637.960
438,"2011-08-26 00:00:00",4914,1502,5703,1029,15577.380,9522.680,30910.260,7336.770
4380,"2022-06-28 00:00:00",7076,2341,3521,1192,22430.920,14841.940,19083.820,8498.960
4381,"2022-06-29 00:00:00",1392,1589,3505,1524,4412.640,10074.260,18997.100,10866.120
4382,"2022-06-30 00:00:00",3534,2909,5443,748,11202.780,18443.060,29501.060,5333.240
4383,"2022-07-01 00:00:00",1998,2892,3009,946,6333.660,18335.280,16308.780,6744.980
4384,"2022-07-02 00:00:00",3456,3649,357,727,10955.520,23134.660,1934.940,5183.510
4385,"2022-07-03 00:00:00",3651,3637,4779,1940,11573.670,23058.580,25902.180,13832.200
4386,"2022-07-04 00:00:00",7147,335,1589,1428,22655.990,2123.900,8612.380,10181.640
4388,"2022-07-06 00:00:00",1652,3418,4993,1458,5236.840,21670.120,27062.060,10395.540
4389,"2022-07-07 00:00:00",3038,1293,647,1205,9630.460,8197.620,3506.740,8591.650
439,"2011-08-27 00:00:00",3758,2253,2487,1905,11912.860,14284.020,13479.540,13582.650
4390,"2022-07-08 00:00:00",5877,2192,2524,1501,18630.090,13897.280,13680.080,10702.130
4391,"2022-07-09 00:00:00",7471,3769,5126,601,23683.070,23895.460,27782.920,4285.130
4392,"2022-07-10 00:00:00",2188,2980,608,1082,6935.960,18893.200,3295.360,7714.660
4393,"2022-07-11 00:00:00",6741,2586,5737,1159,21368.970,16395.240,31094.540,8263.670
4394,"2022-07-12 00:00:00",7738,913,995,1851,24529.460,5788.420,5392.900,13197.630
4395,"2022-07-13 00:00:00",297,401,5591,427,941.490,2542.340,30303.220,3044.510
4397,"2022-07-15 00:00:00",5813,1058,571,658,18427.210,6707.720,3094.820,4691.540
4398,"2022-07-16 00:00:00",2012,888,2706,485,6378.040,5629.920,14666.520,3458.050
4399,"2022-07-17 00:00:00",4065,3687,2374,716,12886.050,23375.580,12867.080,5105.080
44,"2010-07-27 00:00:00",4536,2131,4185,470,14379.120,13510.540,22682.700,3351.100
440,"2011-08-28 00:00:00",762,2386,2383,1619,2415.540,15127.240,12915.860,11543.470
4400,"2022-07-18 00:00:00",7948,560,387,1850,25195.160,3550.400,2097.540,13190.500
4401,"2022-07-19 00:00:00",5003,2976,3239,1085,15859.510,18867.840,17555.380,7736.050
4402,"2022-07-20 00:00:00",5847,1887,2093,1672,18534.990,11963.580,11344.060,11921.360
4403,"2022-07-21 00:00:00",6090,2908,307,313,19305.300,18436.720,1663.940,2231.690
4404,"2022-07-22 00:00:00",5681,1677,5690,901,18008.770,10632.180,30839.800,6424.130
4405,"2022-07-23 00:00:00",602,2990,4711,440,1908.340,18956.600,25533.620,3137.200
4406,"2022-07-24 00:00:00",3864,3485,502,1447,12248.880,22094.900,2720.840,10317.110
4407,"2022-07-25 00:00:00",7754,452,4882,1928,24580.180,2865.680,26460.440,13746.640
4408,"2022-07-26 00:00:00",7473,3257,789,967,23689.410,20649.380,4276.380,6894.710
4409,"2022-07-27 00:00:00",4987,549,2407,1220,15808.790,3480.660,13045.940,8698.600
441,"2011-08-29 00:00:00",3288,1660,2464,635,10422.960,10524.400,13354.880,4527.550
4410,"2022-07-28 00:00:00",3693,2860,1252,468,11706.810,18132.400,6785.840,3336.840
4411,"2022-07-29 00:00:00",1180,1840,4423,561,3740.600,11665.600,23972.660,3999.930
4412,"2022-07-30 00:00:00",7982,401,1226,251,25302.940,2542.340,6644.920,1789.630
4413,"2022-07-31 00:00:00",1437,833,1867,1270,4555.290,5281.220,10119.140,9055.100
4415,"2022-08-02 00:00:00",2929,2104,757,762,9284.930,13339.360,4102.940,5433.060
4416,"2022-08-03 00:00:00",1121,3169,3109,1259,3553.570,20091.460,16850.780,8976.670
4417,"2022-08-04 00:00:00",726,2511,4365,1836,2301.420,15919.740,23658.300,13090.680
4418,"2022-08-05 00:00:00",2502,2225,1646,1522,7931.340,14106.500,8921.320,10851.860
4419,"2022-08-06 00:00:00",381,3161,5042,802,1207.770,20040.740,27327.640,5718.260
442,"2011-08-31 00:00:00",4548,1484,1596,1974,14417.160,9408.560,8650.320,14074.620
4420,"2022-08-07 00:00:00",1703,2168,641,351,5398.510,13745.120,3474.220,2502.630
4421,"2022-08-08 00:00:00",703,3458,878,1851,2228.510,21923.720,4758.760,13197.630
4422,"2022-08-09 00:00:00",5915,1303,1930,1195,18750.550,8261.020,10460.600,8520.350
4423,"2022-08-10 00:00:00",7130,325,1458,272,22602.100,2060.500,7902.360,1939.360
4424,"2022-08-11 00:00:00",5276,1883,4142,1740,16724.920,11938.220,22449.640,12406.200
4425,"2022-08-12 00:00:00",1286,3694,5502,1648,4076.620,23419.960,29820.840,11750.240
4426,"2022-08-13 00:00:00",1773,2410,1637,1448,5620.410,15279.400,8872.540,10324.240
4427,"2022-08-14 00:00:00",2467,3517,5422,1611,7820.390,22297.780,29387.240,11486.430
4429,"2022-08-16 00:00:00",3964,3012,1873,1079,12565.880,19096.080,10151.660,7693.270
443,"2011-09-01 00:00:00",3894,1176,1942,999,12343.980,7455.840,10525.640,7122.870
4430,"2022-08-17 00:00:00",6175,3884,3932,637,19574.750,24624.560,21311.440,4541.810
4431,"2022-08-18 00:00:00",5118,843,4725,1259,16224.060,5344.620,25609.500,8976.670
4432,"2022-08-19 00:00:00",3112,2762,1357,509,9865.040,17511.080,7354.940,3629.170
4434,"2022-08-21 00:00:00",5927,721,5711,1897,18788.590,4571.140,30953.620,13525.610
4435,"2022-08-22 00:00:00",2536,1598,5702,1484,8039.120,10131.320,30904.840,10580.920
4436,"2022-08-23 00:00:00",3618,1976,4813,995,11469.060,12527.840,26086.460,7094.350
4438,"2022-08-25 00:00:00",1578,534,824,733,5002.260,3385.560,4466.080,5226.290
444,"2011-09-02 00:00:00",2407,2033,3516,411,7630.190,12889.220,19056.720,2930.430
4440,"2022-08-27 00:00:00",7301,3558,5548,676,23144.170,22557.720,30070.160,4819.880
4443,"2022-08-31 00:00:00",1035,1639,3658,841,3280.950,10391.260,19826.360,5996.330
4444,"2022-09-01 00:00:00",4321,3444,908,965,13697.570,21834.960,4921.360,6880.450
4445,"2022-09-02 00:00:00",2073,3675,5661,390,6571.410,23299.500,30682.620,2780.700
4446,"2022-09-03 00:00:00",1038,2005,5593,1726,3290.460,12711.700,30314.060,12306.380
4447,"2022-09-04 00:00:00",1750,3815,2392,1816,5547.500,24187.100,12964.640,12948.080
4449,"2022-09-06 00:00:00",7478,1165,3756,1051,23705.260,7386.100,20357.520,7493.630
445,"2011-09-03 00:00:00",7323,2031,2960,1909,23213.910,12876.540,16043.200,13611.170
4450,"2022-09-07 00:00:00",6757,2997,2397,851,21419.690,19000.980,12991.740,6067.630
4451,"2022-09-08 00:00:00",839,371,1859,290,2659.630,2352.140,10075.780,2067.700
4452,"2022-09-09 00:00:00",2535,3449,1838,1077,8035.950,21866.660,9961.960,7679.010
4453,"2022-09-10 00:00:00",6508,1595,2073,279,20630.360,10112.300,11235.660,1989.270
4454,"2022-09-11 00:00:00",7163,2317,1995,614,22706.710,14689.780,10812.900,4377.820
4456,"2022-09-13 00:00:00",5578,3297,5601,1835,17682.260,20902.980,30357.420,13083.550
4457,"2022-09-14 00:00:00",6334,2285,1107,365,20078.780,14486.900,5999.940,2602.450
4458,"2022-09-15 00:00:00",2823,1276,1688,435,8948.910,8089.840,9148.960,3101.550
4459,"2022-09-16 00:00:00",6042,2807,713,946,19153.140,17796.380,3864.460,6744.980
446,"2011-09-04 00:00:00",4013,1595,4656,1245,12721.210,10112.300,25235.520,8876.850
4460,"2022-09-17 00:00:00",1380,2480,1953,675,4374.600,15723.200,10585.260,4812.750
4461,"2022-09-18 00:00:00",1942,2980,1040,1332,6156.140,18893.200,5636.800,9497.160
4462,"2022-09-19 00:00:00",2225,2367,3504,1895,7053.250,15006.780,18991.680,13511.350
4463,"2022-09-20 00:00:00",7951,2658,5246,1989,25204.670,16851.720,28433.320,14181.570
4464,"2022-09-21 00:00:00",656,1529,2885,1751,2079.520,9693.860,15636.700,12484.630
4465,"2022-09-22 00:00:00",742,369,4083,368,2352.140,2339.460,22129.860,2623.840
